ASN,Betweenness-C,Closeness-C,Eigenvector-C,Degree-C,tier
3479,0.0000947285,0.324877503,0.004490467,0.000366046,21
3491,0.032011566,0.407467072,0.106084427,0.0208646,6
3505,0.0000399532,0.304537347,0.000724085,0.000146418,2
3512,2.57e-6,0.319575568,0.003126747,0.000219627,21
3527,7.79e-6,0.316645416,0.001299414,0.000146418,2
3538,0.0000732059,0.230868048,9.59e-6,0.000109814,18
3549,0.066258699,0.418350001,0.079041216,0.038947253,1
3557,0.000104922,0.278293381,0.00085694,0.000658882,30
3561,0.01714174,0.387337823,0.026752661,0.018229071,1
3578,8.76e-6,0.295325304,0.000692416,0.000109814,3
3582,0.0,0.234533029,8.81e-6,0.0000732091,4
3593,0.000500972,0.274424118,0.000247185,0.000695487,5
3595,0.000076843,0.333365876,0.005857779,0.000549068,7
3596,1.22e-7,0.257496206,0.0000345373,0.0000732091,21
3597,0.0000173763,0.237580449,0.0000286391,0.000329441,25
3599,0.0000289456,0.304177895,0.001055446,0.000256232,17
3602,0.001214529,0.304710594,0.001833747,0.001976646,6
3605,0.0000713458,0.323125148,0.00553446,0.000366046,17
3608,0.0000666684,0.284102255,0.000772444,0.000256232,7
3640,1.72e-6,0.258539263,0.0000488768,0.000183023,21
3661,0.0000220284,0.30680159,0.002573714,0.000329441,24
3662,0.000118799,0.29674651,0.001144274,0.000475859,23
3663,0.0000283354,0.306567459,0.000952994,0.000109814,2
3676,0.0000229104,0.304398213,0.001311519,0.000219627,22
3681,6.1e-8,0.248203236,0.0000930718,0.000109814,23
3699,4.9e-6,0.29749303,0.00295517,0.000292836,19
3701,0.000217807,0.30459847,0.000891528,0.000292836,3
3714,0.000109516,0.255215584,0.000161774,0.000146418,20
3720,0.000073781,0.302882803,0.002679628,0.000256232,6
3737,0.000312844,0.335288991,0.002041608,0.000439255,2
3741,0.003698055,0.371129679,0.082747881,0.010322486,18
3742,0.000348211,0.331356138,0.008603529,0.000878509,18
3754,0.000374222,0.282407551,0.000505368,0.001464182,20
3755,4.47e-7,0.241303464,0.000028142,0.0000732091,3
3758,0.000383828,0.28483098,0.000588352,0.001427578,9
3764,0.0000917674,0.278668122,0.000327563,0.000146418,11
3770,0.000219603,0.335083351,0.002758886,0.000292836,2
3776,0.000168027,0.294888541,0.000556965,0.000329441,2
3778,1.0e-6,0.302570805,0.001203976,0.000109814,3
3786,0.016555842,0.362342486,0.019573448,0.012482155,5
3790,0.0000267676,0.298928685,0.000670867,0.000146418,3
3794,1.37e-6,0.237578383,0.0000110298,0.000109814,12
3801,0.000072579,0.325454221,0.001686119,0.000219627,5
3810,0.0,0.256869088,0.0000305158,0.0000366046,
3815,1.9e-6,0.294961776,0.000434945,0.0000732091,2
3816,0.000296367,0.315650205,0.001184217,0.000366046,3
3828,3.32e-6,0.302725046,0.001028786,0.0000732091,2
3833,5.43e-6,0.249110872,0.0000904363,0.000109814,5
3836,0.0000187238,0.226240859,0.0000132486,0.000292836,18
3855,0.0000119119,0.312219263,0.000903804,0.000183023,15
3856,8.38e-6,0.294449894,0.001205121,0.000183023,8
3900,0.000184606,0.323369951,0.002334177,0.000366046,2
3905,0.0,0.256869088,0.0000305158,0.0000366046,
3912,0.000156232,0.282016869,0.000252621,0.000256232,2
3916,2.15e-9,0.230864145,9.59e-6,0.0000732091,18
3925,0.0000732038,0.289497669,0.000948738,0.0000732091,2
3931,0.0000770554,0.304839808,0.000728429,0.000183023,2
3933,0.0000626009,0.305870629,0.001489944,0.000109814,17
3966,0.0,0.298513824,0.000460792,0.0000732091,2
3968,0.0,0.25698508,0.0000394233,0.0000732091,3
3998,2.66e-6,0.316462002,0.001279628,0.000109814,2
4004,0.000118658,0.325368939,0.021404373,0.001207951,3
4021,0.0,0.191792459,7.88e-8,0.0000366046,
4058,0.000531227,0.305385071,0.00267389,0.000585673,13
4134,0.004976096,0.37957675,0.020194374,0.00329441,3
4150,0.0000123454,0.304547532,0.00072279,0.000109814,2
4172,0.0,0.239427485,0.0000187193,0.0000366046,
4181,0.001146676,0.351095688,0.027035732,0.002562319,3
4193,0.0000732628,0.259529148,0.000114908,0.000109814,25
4197,1.78e-7,0.221374912,8.3e-6,0.0000732091,14
4201,0.0,0.234533029,8.81e-6,0.0000732091,4
4230,0.005113499,0.331247651,0.003007412,0.004538966,4
4246,0.0000152821,0.280932155,0.000260669,0.000109814,3
4261,2.07e-6,0.287241985,0.000296863,0.0000732091,2
4263,0.00015373,0.287260108,0.000296407,0.000183023,2
4264,0.000157354,0.290171126,0.000505077,0.00040265,3
4265,0.000265005,0.287335647,0.000294434,0.000329441,2
4266,6.57e-6,0.289123854,0.000387362,0.000183023,2
4267,0.0000215431,0.287747277,0.000370025,0.000329441,3
4268,0.0000127181,0.287241985,0.000289875,0.0000732091,2
4279,8.07e-7,0.285238438,0.000695613,0.000109814,17
4307,8.02e-7,0.277758572,0.000242822,0.000109814,27
4314,0.000067107,0.320163615,0.001316545,0.000183023,4
4319,3.91e-6,0.305531943,0.005084649,0.000329441,11
4323,0.044658533,0.380698209,0.043594258,0.036787584,16
4355,0.000302375,0.346043247,0.023734965,0.002415901,3
4358,0.0000826934,0.320133599,0.001308433,0.000183023,2
4434,4.09e-6,0.233474641,0.0000193574,0.000183023,18
4436,0.000908588,0.349590479,0.030848368,0.004026502,2
4445,0.0000104088,0.285482876,0.000451908,0.000146418,28
4470,4.94e-7,0.281638881,0.00060224,0.000146418,4
4511,0.0000919195,0.281195314,0.000289514,0.000183023,24
4513,0.001591645,0.36983334,0.039427716,0.005929939,3
4515,0.000544228,0.301269397,0.002080148,0.001537392,11
4528,4.93e-7,0.231804489,0.000015405,0.000146418,24
4538,0.000737588,0.314169063,0.002302651,0.000732091,18
4544,0.000242404,0.33886594,0.005584678,0.000658882,7
4546,4.17e-6,0.294047363,0.00070279,0.000183023,4
4557,0.0000803981,0.292862044,0.000647976,0.000366046,2
4558,0.0000983426,0.264121207,0.000427387,0.000585673,18
4565,0.001522676,0.35332083,0.024657889,0.002964969,3
4569,2.93e-6,0.287241985,0.000292843,0.0000732091,2
4589,0.010205977,0.374703373,0.136776731,0.024927706,2
4600,0.0000197805,0.250930068,0.000159107,0.000183023,20
4608,0.0,0.247629494,0.000060682,0.0000732091,14
4609,0.0000736703,0.301276042,0.002636867,0.000292836,15
4611,0.0,0.301468884,0.002158053,0.000219627,12
4613,0.0000733054,0.245495313,0.0000353567,0.000109814,8
4618,0.000530532,0.246398773,0.000054501,0.000622278,15
4621,0.001326057,0.295654527,0.001118167,0.001098137,20
4628,0.000631991,0.329406232,0.003742151,0.001244555,9
4637,0.006092265,0.381724938,0.041722273,0.008236026,12
